Id,Merchant Name,Merchant State,Program Area,Transaction Date,Payment Date,Transaction Amount,Item Description,Purchase Amount,Purchase Type,Annual Bid Number,Reference Number,Allocation Id
294828,AMAZON MKTPLACE PMTS,WA,PARKS AND REC - PARKS,12/21/2016,1/9/2017,24,Office Supplies -letter laminations,Book Stores,PCARD,,1413427533000240600816122203213300000000157464    ,1
294829,STAPLS7166749453000001,TX,PUBLIC WORKS - PWOPS,11/29/2016,1/9/2017,72.51,OFFICE SUPPLIES INV # 7166749453-000-001,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000280641316113004302500000001281588    ,1
294830,"FAISON OFFICE PRODUCTS,",CO,THEATERS AND ARENAS - THTRS,11/27/2016,1/9/2017,49.09,office supplies for use in the Admin office,"Office, School Supply, and Stationery Stores",PCARD,,1413427533800035447616112803951200000001323905    ,1
294831,STAPLES INC - VT,SC,DEPT OF FINANCE - TREAS,12/10/2016,1/9/2017,84.02,"Office supplies for the Hearings Office, approved by V. McNaughton","Stationery, Office Supplies, Printing and Writing Paper",PCARD,,1413427533000324371516121201619800000000071552    ,1
294832,STAPLS7167287079000001,TX,DEPT OF FINANCE - TREAS,12/7/2016,1/9/2017,70.9,"Office supplies for the Hearings Office, approved by V. McNaughton","Stationery, Office Supplies, Printing and Writing Paper",PCARD,,1413427533000324371516120801103700000001630278    ,1
294833,AMAZON MKTPLACE PMTS,WA,HUMAN SERVICES - SOCSV,12/7/2016,1/9/2017,92.25,Office Supplies for Security,Book Stores,PCARD,,1413427533800029075316120801103700000000249744    ,1
294834,STAPLS7168002072000001,TX,PARKS AND REC - PARKS,12/21/2016,1/9/2017,176.97,"Office supplies for Platt Park, matt","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533800031511316122203213300000001217706    ,1
294835,STAPLS7166128642000003,TX,PUBLIC DEFENDERS OFFICE-DOMPD,12/20/2016,1/9/2017,12.39,Office supplies for OMPD.,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000286895916122103028900000001149515    ,1
294836,STAPLS7166128642001001,TX,PUBLIC DEFENDERS OFFICE-DOMPD,11/29/2016,1/9/2017,-38.5,Office supplies for OMPD.,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000286895916113004302500000001281516_C  ,1
294837,STAPLS7166128642002001,TX,PUBLIC DEFENDERS OFFICE-DOMPD,11/30/2016,1/9/2017,38.5,Office supplies for OMPD.,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000286895916120100055600000001613900    ,1
294838,STAPLS7166739947000001,TX,PUBLIC DEFENDERS OFFICE-DOMPD,11/29/2016,1/9/2017,103.92,Office supplies for OMPD.,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000286895916113004302500000001281592    ,1
294839,AMAZON MKTPLACE PMTS,WA,PARKS AND REC - PARKS,12/21/2016,1/9/2017,18.1,Office Supplies for Marketing - square trade,Book Stores,PCARD,,1413427533000240600816122203213300000000645752    ,1
294840,TARGET        00022251,CO,HUMAN SERVICES - SOCSV,12/12/2016,1/9/2017,5.76,office supplies for community service program at Castro Bldg.,Discount Stores,PCARD,,1413427533800045177716121301796900000000654688    ,2
294841,AMAZON MKTPLACE PMTS,WA,ENVIRONMENTAL HEALTH - ENVHL,12/9/2016,1/9/2017,50.97,Office supplies for CH division,Book Stores,PCARD,,1413427533000319957816120901288600000001394592    ,1
294842,AMAZON MKTPLACE PMTS,WA,ENVIRONMENTAL HEALTH - ENVHL,12/14/2016,1/9/2017,21.98,Office supplies for CH division,Book Stores,PCARD,,1413427533000319957816121502163300000000248167    ,1
294843,AMAZON MKTPLACE PMTS,WA,ENVIRONMENTAL HEALTH - ENVHL,12/15/2016,1/9/2017,36.99,Office supplies for CH division,Book Stores,PCARD,,1413427533000319957816121602343600000001385589    ,1
294844,STAPLES DIRECT,MA,ENVIRONMENTAL HEALTH - ENVHL,12/15/2016,1/9/2017,70.45,Office supplies for CH division,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000319957816121602343600000001697592    ,4
294845,DS SERVICES STANDARD COFF,GA,SAFETY DEPARTMENT - SAFTY,12/19/2016,1/9/2017,70,Office Supplies - Water,Nondurable Goods - Not Elsewhere Classified,PCARD,,1413427533000335209416122002851500000000895807    ,1
294846,PUREWATER DYNAMICS,CO,SAFETY DEPARTMENT - SAFTY,12/19/2016,1/9/2017,25,Office Supplies - Water,Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533000335209416122002851500000000302306    ,1
294847,STAPLS7167166092000001,TX,PARKS AND REC - PARKS,12/6/2016,1/9/2017,248.3,"Office supplies - Pentel pens, medium binder clips, sharpies","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240414416120700921200000001606888    ,2
294848,STAPLS7167152627000003,TX,PARKS AND REC - PARKS,12/6/2016,1/9/2017,285.26,"Office supplies - paper colored card solar yellow, white card stock","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240414416120700921200000001606896    ,2
294849,STAPLS7167880515000001,TX,PARKS AND REC - PARKS,12/16/2016,1/9/2017,243.36,"Office supplies - Osgood blk chair, Montessa II black chairs","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240414416121802512700000001786310    ,1
294850,AMAZON MKTPLACE PMTS,WA,PARKS AND REC - PARKS,12/21/2016,1/9/2017,31.14,Office Supplies - Non Bidn 5 mil double letters,Book Stores,PCARD,,1413427533000240600816122203213300000000159743    ,1
294851,AMAZON.COM AMZN.COM/BILL,WA,PUBLIC WORKS - PWOPS,12/3/2016,1/9/2017,927.99,Office supplies - non bid,Book Stores,PCARD,,1413427533000240435916120400485700000001182610    ,1
294852,FEDEXOFFICE   00004200,CO,PUBLIC WORKS - PWOPS,12/16/2016,1/9/2017,360,Office supplies - non bid,"Quick Copy, Reproduction, and Blueprinting Services",PCARD,,1413427533800045064716121802512700000001811424    ,2
294853,OFFICE DEPOT #5101,AZ,PUBLIC WORKS - PWOPS,12/8/2016,1/9/2017,154.68,Office supplies - non bid,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533000240432616121101461500000000418654    ,1
294854,OFFICEMAX/OFFICE DEPOT,KS,PUBLIC WORKS - PWOPS,12/9/2016,1/9/2017,268.8,Office supplies - non bid,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533000240432616121101540000000000243655    ,1
294855,STAPLS7167521872000001,TX,PARKS AND REC - PARKS,12/10/2016,1/9/2017,868.2,"Office Supplies - Marketing - Pads of paper, computer accessories","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240600816121201619800000000072097    ,1
294856,STAPLS7167521872000002,TX,PARKS AND REC - PARKS,12/10/2016,1/9/2017,115.87,"Office Supplies - Marketing - Pads of paper, computer accessories","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240600816121201619800000000072101    ,1
294857,STAPLS7166994103000001,TX,HUMAN SERVICES - SOCSV,12/2/2016,1/9/2017,6.62,Office supplies - janitorial,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5954L0116,1413427533800037803816120400407900000001768664    ,2
294858,STAPLS7166995151000001,TX,HUMAN SERVICES - SOCSV,12/2/2016,1/9/2017,13.24,Office supplies - janitorial,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5954L0116,1413427533800037803816120400407900000001768680    ,1
294859,STAPLS7167166092000002,TX,PARKS AND REC - PARKS,12/6/2016,1/9/2017,23.98,Office supplies - HP everyday 4x6 photo gls 100,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240414416120700921200000001606904    ,2
294860,STAPLS7167297923000001,TX,PURCHASING DEPARTMENT - PURCH,12/7/2016,1/9/2017,143.44,"Office Supplies  Folders, Dixie Cutlery ,Ultralux 6-7/8 paper","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000238819816120801103700000001629918    ,1
294861,AMAZON.COM AMZN.COM/BILL,WA,CITY COUNCIL - CCOUN,12/14/2016,1/9/2017,286.44,office supplies - compostables,Book Stores,PCARD,,1413427533000240527316121502163300000001035751    ,1
294862,AMAZON.COM AMZN.COM/BILL,WA,CITY COUNCIL - CCOUN,12/14/2016,1/9/2017,78.22,office supplies - compostables,Book Stores,PCARD,,1413427533000240527316121502163300000001035755    ,1
294863,STAPLS7167152627000004,TX,PARKS AND REC - PARKS,12/6/2016,1/9/2017,64.76,Office supplies - card bright gamma green,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240414416120700921200000001606892    ,2
294864,STAPLS7167152627000002,TX,PARKS AND REC - PARKS,12/6/2016,1/9/2017,29.16,Office supplies - 3 ft HDMI to HDMI cable,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240414416120700921200000001606900    ,2
294865,STAPLS7167152627000001,TX,PARKS AND REC - PARKS,12/6/2016,1/9/2017,19.99,Office supplies - 12ft HDMI to HDMI cable,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240414416120700921200000001606884    ,2
294866,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,11/28/2016,1/9/2017,86.42,Office Supplies,Book Stores,PCARD,,1413427533000302526016112904126900000000242367    ,1
294867,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,11/29/2016,1/9/2017,11.2,Office Supplies,Book Stores,PCARD,,1413427533000302526016112904126900000000972601    ,1
294868,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/2/2016,1/9/2017,6.99,Office Supplies,Book Stores,PCARD,,1413427533000302526016120400407900000000863327    ,1
294869,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/7/2016,1/9/2017,92.11,Office Supplies,Book Stores,PCARD,,1413427533000302526016120801103700000000766672    ,1
294870,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/8/2016,1/9/2017,-1.36,Office Supplies,Book Stores,PCARD,,1413427533000302526016120801103700000001842716_C  ,1
294871,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/8/2016,1/9/2017,-3.1,Office Supplies,Book Stores,PCARD,,1413427533000302526016120801103700000001846894_C  ,1
294872,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/9/2016,1/9/2017,72.18,Office Supplies,Book Stores,PCARD,,1413427533000302526016121101461500000000053528    ,1
294873,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/10/2016,1/9/2017,224.75,Office Supplies,Book Stores,PCARD,,1413427533000302526016121101540000000000538603    ,1
294874,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/10/2016,1/9/2017,127.98,Office Supplies,Book Stores,PCARD,,1413427533000302526016121101540000000000672784    ,1
294875,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/13/2016,1/9/2017,25.02,Office Supplies,Book Stores,PCARD,,1413427533000302526016121401979600000001267297    ,1
294876,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/14/2016,1/9/2017,364.21,Office Supplies,Book Stores,PCARD,,1413427533000302526016121502163300000000729514    ,1
294877,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/14/2016,1/9/2017,78.52,Office Supplies,Book Stores,PCARD,,1413427533000302526016121502163300000000775626    ,1
294878,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/18/2016,1/9/2017,69.65,Office Supplies,Book Stores,PCARD,,1413427533000302526016121802587600000000942398    ,1
294879,AMAZON MKTPLACE PMTS,WA,SAFETY DEPARTMENT - SAFTY,12/14/2016,1/9/2017,25,Office Supplies,Book Stores,PCARD,,1413427533000335209416121502163300000000736758    ,1
294880,AMAZON MKTPLACE PMTS,WA,SAFETY DEPARTMENT - SAFTY,12/22/2016,1/9/2017,26.17,Office Supplies,Book Stores,PCARD,,1413427533000335209416122203213300000001525646    ,1
294881,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/5/2016,1/9/2017,176.42,Office supplies,Book Stores,PCARD,,1413427533000336669816120600742500000000386266    ,1
294882,AMAZON MKTPLACE PMTS,WA,N DENVER CORNERSTONE NDCCP,12/7/2016,1/9/2017,7.52,Office supplies,Book Stores,PCARD,,1413427533000336669816120700921200000001334894    ,1
294883,AMAZON MKTPLACE PMTS,WA,PUBLIC WORKS - PWOPS,11/30/2016,1/9/2017,35.98,Office Supplies,Book Stores,PCARD,,1413427533000338358616120100055600000000755237    ,1
294884,AMAZON MKTPLACE PMTS,WA,PUBLIC WORKS - PWOPS,12/4/2016,1/9/2017,100.95,Office Supplies,Book Stores,PCARD,,1413427533000338358616120400485700000001652537    ,1
294885,AMAZON MKTPLACE PMTS,WA,PUBLIC WORKS - PWOPS,12/8/2016,1/9/2017,55.97,Office Supplies,Book Stores,PCARD,,1413427533000338358616120901288600000001286991    ,1
294886,AMAZON MKTPLACE PMTS,WA,HUMAN SERVICES - SOCSV,12/3/2016,1/9/2017,20.65,Office supplies,Book Stores,PCARD,,1413427533800037803816120400485700000000685879    ,2
294887,AMAZON MKTPLACE PMTS,WA,TECHNOLOGY SERVICES - EAPPS,11/28/2016,1/9/2017,16.99,Office supplies,Book Stores,PCARD,,1413427533800041144116112904126900000000238297    ,1
294888,AMAZON MKTPLACE PMTS,WA,TECHNOLOGY SERVICES - EAPPS,12/20/2016,1/9/2017,11.99,Office supplies,Book Stores,PCARD,,1413427533800041144116122103028900000000632797    ,1
294889,AMAZON.COM,WA,N DENVER CORNERSTONE NDCCP,12/3/2016,1/9/2017,215.23,Office Supplies,Book Stores,PCARD,,1413427533000302526016120400485700000000801503    ,1
294890,AMAZON.COM,WA,N DENVER CORNERSTONE NDCCP,12/8/2016,1/9/2017,-1.72,Office Supplies,Book Stores,PCARD,,1413427533000302526016120801103700000001846854_C  ,1
294891,AMAZON.COM,WA,N DENVER CORNERSTONE NDCCP,12/8/2016,1/9/2017,-3.75,Office Supplies,Book Stores,PCARD,,1413427533000302526016120801103700000001857638_C  ,1
294892,AMAZON.COM,WA,N DENVER CORNERSTONE NDCCP,12/9/2016,1/9/2017,212.94,Office Supplies,Book Stores,PCARD,,1413427533000302526016121101461500000001025743    ,1
294893,AMAZON.COM,WA,N DENVER CORNERSTONE NDCCP,12/21/2016,1/9/2017,158.79,Office Supplies,Book Stores,PCARD,,1413427533000302526016122203213300000000669146    ,1
294894,AMAZON.COM,WA,ENVIRONMENTAL HEALTH - ENVHL,11/30/2016,1/9/2017,19.73,Office Supplies,Book Stores,PCARD,,1413427533000311454416120100055600000000741879    ,1
294895,AMAZON.COM AMZN.COM/BILL,WA,N DENVER CORNERSTONE NDCCP,12/8/2016,1/9/2017,-4.67,Office Supplies,Book Stores,PCARD,,1413427533000302526016120801103700000002162125_C  ,1
294896,AMAZON.COM AMZN.COM/BILL,WA,N DENVER CORNERSTONE NDCCP,12/8/2016,1/9/2017,-4.76,Office Supplies,Book Stores,PCARD,,1413427533000302526016120801103700000002162129_C  ,1
294897,APL  ITUNES.COM/BILL,CA,N DENVER CORNERSTONE NDCCP,12/16/2016,1/9/2017,20.72,Office Supplies,Record Stores,PCARD,,DEF1635114180133                                  ,1
294898,"DRIVE MARKETING, G",OR,N DENVER CORNERSTONE NDCCP,12/22/2016,1/9/2017,489.8,Office Supplies,Miscellaneous and Specialty Retail Stores,PCARD,,1413427533000302526016122303395900000000746515    ,1
294899,ENGINEERSUPPLY COM,VA,DEPT OF FINANCE - TREAS,12/16/2016,1/9/2017,65.98,Office Supplies,Commercial Equipment - Not Elsewhere Classified,PCARD,,1413427533000240445816121802512700000001681238    ,1
294900,ERGONOMIC SOLUTIONS LLC,CO,DEPT OF FINANCE - TREAS,11/25/2016,1/9/2017,203,Office Supplies,"Office, School Supply, and Stationery Stores",PCARD,,1413427533000240445816112703798500000000591601    ,1
294901,"FAISON OFFICE PRODUCTS,",CO,WASTEWATER - PWWMD,11/27/2016,1/9/2017,1.78,Office supplies,"Office, School Supply, and Stationery Stores",PCARD,,1413427533000282028116112803951200000001323486    ,1
294902,"FAISON OFFICE PRODUCTS,",CO,POLICE DEPARTMENT - POLIC,12/14/2016,1/9/2017,53.91,Office Supplies,"Office, School Supply, and Stationery Stores",ANNUAL BID,5595N0116,1413427533000305768516121502163300000002084394    ,1
294903,HAD HARRY & DAVID,OR,N DENVER CORNERSTONE NDCCP,12/21/2016,1/9/2017,68.92,Office Supplies,"Candy, Nut, and Confectionery Stores",PCARD,,1413427533000302526016122203213300000000212648    ,1
294904,KING SOOPERS #0001,CO,N DENVER CORNERSTONE NDCCP,11/29/2016,1/9/2017,118.97,Office Supplies,Grocery Stores and Supermarkets,PCARD,,1413427533000302526016113004302500000001204420    ,1
294905,OFFICE DEPOT #1080,CO,PUBLIC WORKS - PWOPS,12/8/2016,1/9/2017,565.71,Office supplies,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533000240432616121101461500000000418650    ,1
294906,OFFICE DEPOT #1080,CO,DEPT OF FINANCE - TREAS,11/25/2016,1/9/2017,19.37,OFFICE SUPPLIES,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533000240568716112703872000000000672671    ,1
294907,OFFICE DEPOT #1080,CO,MAYORS OFFICE - MAYOR,12/2/2016,1/9/2017,93.76,OFFICE SUPPLIES,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533800045016716120400485700000000300337    ,1
294908,OFFICE DEPOT #1080,CO,MAYORS OFFICE - MAYOR,12/2/2016,1/9/2017,66.04,OFFICE SUPPLIES,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533800045016716120400485700000000300341    ,1
294909,OFFICE DEPOT #1080,CO,MAYORS OFFICE - MAYOR,12/2/2016,1/9/2017,61.78,OFFICE SUPPLIES,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533800045016716120400485700000000300345    ,1
294910,OFFICE DEPOT #1080,CO,MAYORS OFFICE - MAYOR,12/13/2016,1/9/2017,58.59,OFFICE SUPPLIES,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533800045016716121502163300000000400855    ,1
294911,OFFICE DEPOT #1080,CO,MAYORS OFFICE - MAYOR,12/13/2016,1/9/2017,35.04,OFFICE SUPPLIES,Direct Marketing - Combination Catalog and Retail Merchants,PCARD,,1413427533800045016716121502163300000000400859    ,1
294912,OFFICE DEPOT #2187,CO,POLICE DEPARTMENT - POLIC,12/19/2016,1/9/2017,40.97,Office Supplies,"Office, School Supply, and Stationery Stores",PCARD,,1413427533000305768516122103028900000000357528    ,1
294913,OFFICE DEPOT #3288,CO,CITY COUNCIL - CCOUN,12/19/2016,1/9/2017,30.97,Office Supplies,"Office, School Supply, and Stationery Stores",PCARD,,1413427533000337254816122103028900000000357940    ,2
294914,OFFICEMAX/OFFICEDEPOT6148,CO,MAYORS OFFICE - MAYOR,12/15/2016,1/9/2017,11.57,OFFICE SUPPLIES,"Office, School Supply, and Stationery Stores",PCARD,,1413427533800045016716121802512700000000065717    ,1
294915,RRD WORKSMARTSUITE,PA,SAFETY DEPARTMENT - SAFTY,12/15/2016,1/9/2017,18,Office Supplies,Miscellaneous Publishing and Printing,PCARD,,1413427533000335209416121602343600000002091236    ,1
294916,SAMS CLUB #4777,CO,PUBLIC WORKS - PWOPS,12/16/2016,1/9/2017,99.64,Office Supplies,Wholesale Clubs,PCARD,,1413427533000338358616121802512700000001924818    ,2
